EXECUTIONID,ABSTRACTIONID,ACTIONID,ARENAID,SHEETID,SYSTEMID,VARIANTID,ADAPTERID,X,Y,TYPE,VALUE,RAWVALUE,VALUETYPE,LASTMODIFIED,EXECUTIONTIME
25fd18e8-80c0-4408-bba2-3578181c0360,Task58,,execute,58.xlsx,45899003e6e468b51c733eb7daaa1eaf,original,"('opposite_Signs', 'opposite_Signs', 0)",-1,2,metrics_all_lines_in_function,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 49, 692000), 0)",-1
91cd883e-3db2-44b7-9604-d3b6e88eedcb,Task63,,execute,63.xlsx,None,original,"('create', 'createPythonObject', 0)",1,6,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 27, 11, 350000), 0)",-1
8685fa01-4ba0-486a-ad3b-bf2f3fb4adcc,Task17,,execute,17.xlsx,44d3ff0cde54cde689c42c6d42500212,original,"('square_perimeter', 'square_perimeter', 0)",-1,2,metrics_all_lines_in_file,2360,2360,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 12, 885000), 0)",-1
e2ac1971-9bd0-47df-940f-d0dfb30db9e4,Task72,,execute,72.xlsx,a2faa1d518c16c13bd976c0060d6a218,original,"('dif_Square', 'dif_Square', 0)",-1,2,metrics_all_branches_in_file,1153,1153,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 28, 2, 532000), 0)",-1
77a9f0f0-ed69-4652-8d41-b1eb0378da51,Task64,,execute,64.xlsx,None,original,"('create', 'createPythonObject', 0)",5,13,input_value,"('Hindhi', 54)","('Hindhi', 54)",<class 'tuple'>,"(datetime.datetime(2024, 9, 13, 12, 27, 16, 597000), 0)",-1
070b0f41-8841-463c-9208-354a352ad939,Task70,,execute,70.xlsx,e36effc2bd77fe51d13d60fac43ead68,original,"('get_equal', 'get_equal', 0)",1,8,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 27, 50, 739000), 0)",-1
17c27553-3164-4123-8636-65ee21f0692d,Task57,,execute,57.xlsx,5cfb4e23d1444db4a6eca304fcefc0d6,original,"('find_Max_Num', 'find_Max_Num', 0)",1,4,op,find_Max_Num,find_Max_Num,function,"(datetime.datetime(2024, 9, 13, 12, 26, 43, 1000), 0)",149
8685fa01-4ba0-486a-ad3b-bf2f3fb4adcc,Task17,,execute,17.xlsx,44d3ff0cde54cde689c42c6d42500212,original,"('square_perimeter', 'square_perimeter', 0)",2,1,input_value,-,-,<class 'str'>,"(datetime.datetime(2024, 9, 13, 12, 26, 12, 884000), 0)",-1
a7ed1d03-0f93-42fe-af77-7104d458cb4f,Task66,,execute,66.xlsx,3c3295cef0ef9d320de07d90662e22d9,original,"('pos_count', 'pos_count', 0)",-1,2,metrics_covered_branches_in_file,4,4,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 28, 327000), 0)",-1
e01d70ca-7d73-4970-bdfa-3bbab824693a,Task67,,execute,67.xlsx,aca814bbb827b6fad42db8e2d8a417b9,original,"('bell_number', 'bell_number', 0)",2,2,input_value,-,-,<class 'str'>,"(datetime.datetime(2024, 9, 13, 12, 27, 34, 875000), 0)",-1
bb94fa25-9bfd-41e0-9fac-b50f11a53c50,Task2,,execute,2.xlsx,None,original,"('create', 'createPythonObject', 0)",3,11,input_value,13,13,<class 'str'>,"(datetime.datetime(2024, 9, 13, 12, 25, 24, 696000), 0)",-1
8b9c0a70-a6fd-44c5-bcc7-773370724119,Task62,,execute,62.xlsx,None,original,"('create', 'createPythonObject', 0)",0,1,value,"[10, 20, 1, 45,","[10, 20, 1, 45, 99]",<class 'list'>,"(datetime.datetime(2024, 9, 13, 12, 27, 5, 364000), 0)",-1
8b9c0a70-a6fd-44c5-bcc7-773370724119,Task62,,execute,62.xlsx,0eb54d59cccf5daea0e34df30db2ff74,original,"('smallest_num', 'smallest_num', 0)",-1,2,metrics_all_lines_in_file,2360,2360,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 5, 365000), 0)",-1
91cd883e-3db2-44b7-9604-d3b6e88eedcb,Task63,,execute,63.xlsx,754dea31111338173ed99217483509ae,original,"('max_difference', 'max_difference', 0)",-1,15,metrics_all_branches_in_file,1153,1153,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 11, 354000), 0)",-1
17c27553-3164-4123-8636-65ee21f0692d,Task57,,execute,57.xlsx,oracle,oracle,oracle,0,4,oracle,6541,6541,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 43, 1000), 0)",-1
fa010557-9131-46bd-9e42-5ef4b458cb65,Task56,,execute,56.xlsx,a9c24c90c6758b27462a8d46dffb1794,original,"('check', 'check', 0)",0,3,value,True,True,<class 'bool'>,"(datetime.datetime(2024, 9, 13, 12, 26, 36, 436000), 0)",146
070b0f41-8841-463c-9208-354a352ad939,Task70,,execute,70.xlsx,e36effc2bd77fe51d13d60fac43ead68,original,"('get_equal', 'get_equal', 0)",-1,12,metrics_all_branches_in_function,0,0,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 50, 742000), 0)",-1
77a9f0f0-ed69-4652-8d41-b1eb0378da51,Task64,,execute,64.xlsx,None,original,"('create', 'createPythonObject', 0)",4,18,input_value,45,45,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 16, 599000), 0)",-1
05d67350-cc45-41fa-aec1-6216b02e55a7,Task75,,execute,75.xlsx,None,original,"('create', 'createPythonObject', 0)",4,17,input_value,16,16,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 28, 13, 893000), 0)",-1
e2ac1971-9bd0-47df-940f-d0dfb30db9e4,Task72,,execute,72.xlsx,a2faa1d518c16c13bd976c0060d6a218,original,"('dif_Square', 'dif_Square', 0)",-1,1,metrics_covered_lines_in_function_ratio,60.0,60.0,<class 'float'>,"(datetime.datetime(2024, 9, 13, 12, 28, 2, 531000), 0)",-1
2056384a-e637-4681-b760-dda612a9a0cd,Task74,,execute,74.xlsx,None,original,"('create', 'createPythonObject', 0)",0,7,value,"['red', 'green'","['red', 'green', 'greenn']",<class 'list'>,"(datetime.datetime(2024, 9, 13, 12, 28, 7, 318000), 0)",-1
6f8ecc10-a9a9-48ee-869a-ba254e25eaa2,Task20,,execute,20.xlsx,b622b9aa07862f986b31efb97507b831,original,"('is_woodall', 'is_woodall', 0)",1,3,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 26, 29, 997000), 0)",-1
80bd3d8a-f0fa-47d4-ad5b-3ebd805b76ef,Task77,,execute,77.xlsx,7a48daeaf6b5407031c580db2df839ef,original,"('is_Diff', 'is_Diff', 0)",-1,3,metrics_covered_lines_in_function,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 28, 18, 880000), 0)",-1
05d67350-cc45-41fa-aec1-6216b02e55a7,Task75,,execute,75.xlsx,130bab9304c6912932299f84d4eac774,original,"('find_tuples', 'find_tuples', 0)",4,18,input_value,4,4,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 28, 13, 894000), 0)",-1
9303de7c-985e-455f-ae28-8775fa82e112,Task3,,execute,3.xlsx,d856fe679323c194064ffb64e29ed2d1,original,"('is_not_prime', 'is_not_prime', 0)",-1,4,metrics_covered_branches_in_function,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 30, 98000), 0)",-1
b8903a65-2825-486f-a310-622b0f61f31e,Task65,,execute,65.xlsx,ed77ddf0ce720da74d31b932e9d634b0,original,"('recursive_list_sum', 'recursive_list_sum', 0)",-1,4,metrics_all_branches_in_file,1153,1153,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 22, 666000), 0)",-1
8b9c0a70-a6fd-44c5-bcc7-773370724119,Task62,,execute,62.xlsx,0eb54d59cccf5daea0e34df30db2ff74,original,"('smallest_num', 'smallest_num', 0)",1,4,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 27, 5, 366000), 0)",-1
6f8ecc10-a9a9-48ee-869a-ba254e25eaa2,Task20,,execute,20.xlsx,b622b9aa07862f986b31efb97507b831,original,"('is_woodall', 'is_woodall', 0)",2,2,input_value,-,-,<class 'str'>,"(datetime.datetime(2024, 9, 13, 12, 26, 29, 996000), 0)",-1
d44c2942-79f9-4494-9610-62d081360c0e,Task6,,execute,6.xlsx,3657a3483edda41e0c8651e6b8ce4533,original,"('differ_At_One_Bit_Pos', 'differ_At_One_Bit_Pos', 0)",-1,1,metrics_all_branches_in_file,1153,1153,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 43, 125000), 0)",-1
f625b357-4496-4291-a02e-90646c25bdce,Task19,,execute,19.xlsx,None,original,"('create', 'createPythonObject', 0)",0,1,value,"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",<class 'list'>,"(datetime.datetime(2024, 9, 13, 12, 26, 24, 238000), 0)",-1
d44c2942-79f9-4494-9610-62d081360c0e,Task6,,execute,6.xlsx,3657a3483edda41e0c8651e6b8ce4533,original,"('differ_At_One_Bit_Pos', 'differ_At_One_Bit_Pos', 0)",-1,3,metrics_execution_time,155,155,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 43, 126000), 0)",-1
8b9c0a70-a6fd-44c5-bcc7-773370724119,Task62,,execute,62.xlsx,None,original,"('create', 'createPythonObject', 0)",6,5,input_value,60,60,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 5, 367000), 0)",-1
a7ed1d03-0f93-42fe-af77-7104d458cb4f,Task66,,execute,66.xlsx,None,original,"('create', 'createPythonObject', 0)",2,5,input_value,python.List,python.List,<class 'str'>,"(datetime.datetime(2024, 9, 13, 12, 27, 28, 329000), 0)",-1
f0338883-816d-4e31-bb40-ba498f1f5652,Task71,,execute,71.xlsx,fe17575eca8861c3566058c9cb9a1744,original,"('comb_sort', 'comb_sort', 0)",-1,6,metrics_covered_lines_in_function_ratio,100.0,100.0,<class 'float'>,"(datetime.datetime(2024, 9, 13, 12, 27, 57, 341000), 0)",-1
471fb178-e575-4133-bca6-1962c2d507ff,Task80,,execute,80.xlsx,feb2a26228d0ea840e8873f2cd05a1ee,original,"('tetrahedral_number', 'tetrahedral_number', 0)",-1,2,metrics_covered_lines_in_file,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 28, 30, 776000), 0)",-1
77a9f0f0-ed69-4652-8d41-b1eb0378da51,Task64,,execute,64.xlsx,None,original,"('create', 'createPythonObject', 0)",3,2,input_value,Science,Science,<class 'str'>,"(datetime.datetime(2024, 9, 13, 12, 27, 16, 593000), 0)",-1
05d67350-cc45-41fa-aec1-6216b02e55a7,Task75,,execute,75.xlsx,None,original,"('create', 'createPythonObject', 0)",3,1,input_value,6,6,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 28, 13, 883000), 0)",-1
5148f65f-17cd-4e16-a135-436f8e0f8bd9,Task69,,execute,69.xlsx,7f1fe83226516d017fe927a3135126d2,original,"('is_sublist', 'is_sublist', 0)",-1,9,metrics_covered_branches_in_function,6,6,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 45, 828000), 0)",-1
471fb178-e575-4133-bca6-1962c2d507ff,Task80,,execute,80.xlsx,feb2a26228d0ea840e8873f2cd05a1ee,original,"('tetrahedral_number', 'tetrahedral_number', 0)",-1,2,metrics_covered_branches_in_file,0,0,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 28, 30, 776000), 0)",-1
8e4852e7-e6f1-484f-8f65-58c9009fc640,Task4,,execute,4.xlsx,None,original,"('create', 'createPythonObject', 0)",1,2,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 25, 35, 224000), 0)",-1
5148f65f-17cd-4e16-a135-436f8e0f8bd9,Task69,,execute,69.xlsx,None,original,"('create', 'createPythonObject', 0)",7,4,input_value,7,7,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 45, 825000), 0)",-1
f0338883-816d-4e31-bb40-ba498f1f5652,Task71,,execute,71.xlsx,fe17575eca8861c3566058c9cb9a1744,original,"('comb_sort', 'comb_sort', 0)",-1,3,metrics_execution_time,167,167,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 57, 339000), 0)",-1
471fb178-e575-4133-bca6-1962c2d507ff,Task80,,execute,80.xlsx,feb2a26228d0ea840e8873f2cd05a1ee,original,"('tetrahedral_number', 'tetrahedral_number', 0)",-1,3,metrics_all_lines_in_function,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 28, 30, 777000), 0)",-1
2936d273-898c-4b6d-9360-04650af560c9,Task8,,execute,8.xlsx,None,original,"('create', 'createPythonObject', 0)",0,5,value,"[100, 400, 900]","[100, 400, 900]",<class 'list'>,"(datetime.datetime(2024, 9, 13, 12, 25, 47, 586000), 0)",-1
3c483f65-928b-49f9-a65a-edaf6dbabe09,Task61,,execute,61.xlsx,03f9c9c6391f8f2a0d652e53396e6117,original,"('count_Substrings', 'count_Substrings', 0)",-1,2,metrics_covered_branches_in_function,4,4,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 0, 309000), 0)",-1
91cd883e-3db2-44b7-9604-d3b6e88eedcb,Task63,,execute,63.xlsx,754dea31111338173ed99217483509ae,original,"('max_difference', 'max_difference', 0)",-1,10,metrics_execution_time,149,149,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 11, 351000), 0)",-1
e01d70ca-7d73-4970-bdfa-3bbab824693a,Task67,,execute,67.xlsx,aca814bbb827b6fad42db8e2d8a417b9,original,"('bell_number', 'bell_number', 0)",-1,2,metrics_all_lines_in_file,2360,2360,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 34, 876000), 0)",-1
5148f65f-17cd-4e16-a135-436f8e0f8bd9,Task69,,execute,69.xlsx,7f1fe83226516d017fe927a3135126d2,original,"('is_sublist', 'is_sublist', 0)",-1,9,metrics_covered_lines_in_function,7,7,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 45, 828000), 0)",-1
d44c2942-79f9-4494-9610-62d081360c0e,Task6,,execute,6.xlsx,3657a3483edda41e0c8651e6b8ce4533,original,"('differ_At_One_Bit_Pos', 'differ_At_One_Bit_Pos', 0)",0,6,value,True,True,<class 'bool'>,"(datetime.datetime(2024, 9, 13, 12, 25, 43, 127000), 0)",149
80bd3d8a-f0fa-47d4-ad5b-3ebd805b76ef,Task77,,execute,77.xlsx,7a48daeaf6b5407031c580db2df839ef,original,"('is_Diff', 'is_Diff', 0)",1,2,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 28, 18, 879000), 0)",-1
6f8ecc10-a9a9-48ee-869a-ba254e25eaa2,Task20,,execute,20.xlsx,b622b9aa07862f986b31efb97507b831,original,"('is_woodall', 'is_woodall', 0)",-1,2,metrics_all_branches_in_file,1153,1153,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 29, 997000), 0)",-1
77a9f0f0-ed69-4652-8d41-b1eb0378da51,Task64,,execute,64.xlsx,None,original,"('create', 'createPythonObject', 0)",1,9,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 27, 16, 595000), 0)",-1
5148f65f-17cd-4e16-a135-436f8e0f8bd9,Task69,,execute,69.xlsx,7f1fe83226516d017fe927a3135126d2,original,"('is_sublist', 'is_sublist', 0)",-1,9,metrics_covered_lines_in_function_ratio,44.827586206896,44.827586206896555,<class 'float'>,"(datetime.datetime(2024, 9, 13, 12, 27, 45, 828000), 0)",-1
05d67350-cc45-41fa-aec1-6216b02e55a7,Task75,,execute,75.xlsx,None,original,"('create', 'createPythonObject', 0)",0,5,value,"(6, 24, 12)","(6, 24, 12)",<class 'tuple'>,"(datetime.datetime(2024, 9, 13, 12, 28, 13, 884000), 0)",-1
25fd18e8-80c0-4408-bba2-3578181c0360,Task58,,execute,58.xlsx,45899003e6e468b51c733eb7daaa1eaf,original,"('opposite_Signs', 'opposite_Signs', 0)",-1,3,metrics_execution_time,177,177,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 49, 693000), 0)",-1
070b0f41-8841-463c-9208-354a352ad939,Task70,,execute,70.xlsx,None,original,"('create', 'createPythonObject', 0)",1,9,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 27, 50, 740000), 0)",-1
8e4852e7-e6f1-484f-8f65-58c9009fc640,Task4,,execute,4.xlsx,3d848f4d11abcd6ce3a989b52fb75da9,original,"('heap_queue_largest', 'heap_queue_largest', 0)",-1,3,metrics_all_lines_in_function,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 35, 224000), 0)",-1
2936d273-898c-4b6d-9360-04650af560c9,Task8,,execute,8.xlsx,None,original,"('create', 'createPythonObject', 0)",1,4,op,create,create,function,"(datetime.datetime(2024, 9, 13, 12, 25, 47, 585000), 0)",-1
471fb178-e575-4133-bca6-1962c2d507ff,Task80,,execute,80.xlsx,feb2a26228d0ea840e8873f2cd05a1ee,original,"('tetrahedral_number', 'tetrahedral_number', 0)",1,3,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 28, 30, 777000), 0)",-1
77a9f0f0-ed69-4652-8d41-b1eb0378da51,Task64,,execute,64.xlsx,bca1fc35d418ea7f57810759e490efc8,original,"('subject_marks', 'subject_marks', 0)",-1,7,metrics_covered_branches_in_file,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 16, 595000), 0)",-1
fa010557-9131-46bd-9e42-5ef4b458cb65,Task56,,execute,56.xlsx,a9c24c90c6758b27462a8d46dffb1794,original,"('check', 'check', 0)",-1,1,metrics_covered_branches_in_file,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 36, 435000), 0)",-1
fb72fcfa-dcee-40ef-9c5d-986b39d5fc1b,Task12,,execute,12.xlsx,None,original,"('create', 'createPythonObject', 0)",4,3,input_value,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 56, 365000), 0)",-1
5148f65f-17cd-4e16-a135-436f8e0f8bd9,Task69,,execute,69.xlsx,7f1fe83226516d017fe927a3135126d2,original,"('is_sublist', 'is_sublist', 0)",1,9,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 27, 45, 827000), 0)",-1
a7ed1d03-0f93-42fe-af77-7104d458cb4f,Task66,,execute,66.xlsx,3c3295cef0ef9d320de07d90662e22d9,original,"('pos_count', 'pos_count', 0)",-1,2,metrics_all_lines_in_function,5,5,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 28, 327000), 0)",-1
fb72fcfa-dcee-40ef-9c5d-986b39d5fc1b,Task12,,execute,12.xlsx,None,original,"('create', 'createPythonObject', 0)",1,1,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 25, 56, 364000), 0)",-1
25fd18e8-80c0-4408-bba2-3578181c0360,Task58,,execute,58.xlsx,45899003e6e468b51c733eb7daaa1eaf,original,"('opposite_Signs', 'opposite_Signs', 0)",-1,1,metrics_covered_branches_in_function,0,0,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 49, 692000), 0)",-1
9303de7c-985e-455f-ae28-8775fa82e112,Task3,,execute,3.xlsx,d856fe679323c194064ffb64e29ed2d1,original,"('is_not_prime', 'is_not_prime', 0)",-1,3,metrics_all_lines_in_file,2360,2360,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 30, 96000), 0)",-1
25fd18e8-80c0-4408-bba2-3578181c0360,Task58,,execute,58.xlsx,45899003e6e468b51c733eb7daaa1eaf,original,"('opposite_Signs', 'opposite_Signs', 0)",-1,4,metrics_covered_branches_in_file,0,0,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 49, 694000), 0)",-1
77a9f0f0-ed69-4652-8d41-b1eb0378da51,Task64,,execute,64.xlsx,None,original,"('create', 'createPythonObject', 0)",0,10,value,"('Hindhi', 54)","('Hindhi', 54)",<class 'tuple'>,"(datetime.datetime(2024, 9, 13, 12, 27, 16, 596000), 0)",-1
5148f65f-17cd-4e16-a135-436f8e0f8bd9,Task69,,execute,69.xlsx,7f1fe83226516d017fe927a3135126d2,original,"('is_sublist', 'is_sublist', 0)",-1,9,metrics_covered_lines_in_file,7,7,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 45, 828000), 0)",-1
bb94fa25-9bfd-41e0-9fac-b50f11a53c50,Task2,,execute,2.xlsx,None,original,"('create', 'createPythonObject', 0)",6,6,input_value,7,7,<class 'str'>,"(datetime.datetime(2024, 9, 13, 12, 25, 24, 694000), 0)",-1
4b0c607a-78f7-4356-a605-e2e462302ada,Task68,,execute,68.xlsx,2bdf15b96c152386ffd80a5402ec2068,original,"('is_Monotonic', 'is_Monotonic', 0)",-1,6,metrics_covered_branches_in_file,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 39, 633000), 0)",-1
2056384a-e637-4681-b760-dda612a9a0cd,Task74,,execute,74.xlsx,None,original,"('create', 'createPythonObject', 0)",2,2,input_value,python.List,python.List,<class 'str'>,"(datetime.datetime(2024, 9, 13, 12, 28, 7, 315000), 0)",-1
d44c2942-79f9-4494-9610-62d081360c0e,Task6,,execute,6.xlsx,3657a3483edda41e0c8651e6b8ce4533,original,"('differ_At_One_Bit_Pos', 'differ_At_One_Bit_Pos', 0)",4,2,input_value,8,8,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 43, 125000), 0)",-1
dbdd4757-7960-4c8f-bebb-c812ebed0e21,Task79,,execute,79.xlsx,8548bbb31f27cc8699a48c77efef0415,original,"('word_len', 'word_len', 0)",-1,2,metrics_all_branches_in_function,4,4,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 28, 24, 89000), 0)",-1
dbdd4757-7960-4c8f-bebb-c812ebed0e21,Task79,,execute,79.xlsx,8548bbb31f27cc8699a48c77efef0415,original,"('word_len', 'word_len', 0)",-1,3,metrics_all_branches_in_file,1153,1153,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 28, 24, 90000), 0)",-1
01d1aa49-f721-4d86-8bf7-db68477d8d08,Task11,,execute,11.xlsx,057ce3cd04c50996892c940eaaa398ec,original,"('remove_Occ', 'remove_Occ', 0)",-1,3,metrics_execution_time,146,146,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 55, 148000), 0)",-1
bb94fa25-9bfd-41e0-9fac-b50f11a53c50,Task2,,execute,2.xlsx,c7234eb2c9feeb4de4561b5d9d5dcc84,original,"('similar_elements', 'similar_elements', 0)",-1,12,metrics_all_lines_in_function,2,2,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 25, 24, 696000), 0)",-1
7d32cdb0-4a1d-458a-9af5-2da3d5d88360,Task59,,execute,59.xlsx,bda09730cc722e2e690280dccf9da96a,original,"('is_octagonal', 'is_octagonal', 0)",-1,3,metrics_covered_lines_in_function_ratio,100.0,100.0,<class 'float'>,"(datetime.datetime(2024, 9, 13, 12, 26, 54, 703000), 0)",-1
2056384a-e637-4681-b760-dda612a9a0cd,Task74,,execute,74.xlsx,c2c26f364a152e5f2b73f1851a6e7048,original,"('is_samepatterns', 'is_samepatterns', 0)",-1,9,metrics_all_lines_in_function,20,20,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 28, 7, 319000), 0)",-1
7d32cdb0-4a1d-458a-9af5-2da3d5d88360,Task59,,execute,59.xlsx,bda09730cc722e2e690280dccf9da96a,original,"('is_octagonal', 'is_octagonal', 0)",-1,1,metrics_all_lines_in_function,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 54, 700000), 0)",-1
fb72fcfa-dcee-40ef-9c5d-986b39d5fc1b,Task12,,execute,12.xlsx,None,original,"('create', 'createPythonObject', 0)",3,8,input_value,"[1, 1, 1]","[1, 1, 1]",<class 'list'>,"(datetime.datetime(2024, 9, 13, 12, 25, 56, 367000), 0)",-1
8685fa01-4ba0-486a-ad3b-bf2f3fb4adcc,Task17,,execute,17.xlsx,44d3ff0cde54cde689c42c6d42500212,original,"('square_perimeter', 'square_perimeter', 0)",-1,3,metrics_covered_branches_in_function,0,0,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 26, 12, 886000), 0)",-1
f0338883-816d-4e31-bb40-ba498f1f5652,Task71,,execute,71.xlsx,None,original,"('create', 'createPythonObject', 0)",3,5,input_value,15,15,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 57, 340000), 0)",-1
e2ac1971-9bd0-47df-940f-d0dfb30db9e4,Task72,,execute,72.xlsx,a2faa1d518c16c13bd976c0060d6a218,original,"('dif_Square', 'dif_Square', 0)",3,2,input_value,10,10,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 28, 2, 531000), 0)",-1
f0338883-816d-4e31-bb40-ba498f1f5652,Task71,,execute,71.xlsx,oracle,oracle,oracle,0,9,oracle,"[13, 15, 47, 99","[13, 15, 47, 99]",<class 'list'>,"(datetime.datetime(2024, 9, 13, 12, 27, 57, 343000), 0)",-1
070b0f41-8841-463c-9208-354a352ad939,Task70,,execute,70.xlsx,e36effc2bd77fe51d13d60fac43ead68,original,"('get_equal', 'get_equal', 0)",-1,12,metrics_covered_lines_in_function,1,1,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 50, 742000), 0)",-1
2056384a-e637-4681-b760-dda612a9a0cd,Task74,,execute,74.xlsx,c2c26f364a152e5f2b73f1851a6e7048,original,"('is_samepatterns', 'is_samepatterns', 0)",2,9,input_value,-,-,<class 'str'>,"(datetime.datetime(2024, 9, 13, 12, 28, 7, 319000), 0)",-1
3c483f65-928b-49f9-a65a-edaf6dbabe09,Task61,,execute,61.xlsx,03f9c9c6391f8f2a0d652e53396e6117,original,"('count_Substrings', 'count_Substrings', 0)",-1,1,metrics_covered_lines_in_file,9,9,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 0, 307000), 0)",-1
f0338883-816d-4e31-bb40-ba498f1f5652,Task71,,execute,71.xlsx,fe17575eca8861c3566058c9cb9a1744,original,"('comb_sort', 'comb_sort', 0)",2,3,input_value,-,-,<class 'str'>,"(datetime.datetime(2024, 9, 13, 12, 27, 57, 339000), 0)",-1
91cd883e-3db2-44b7-9604-d3b6e88eedcb,Task63,,execute,63.xlsx,754dea31111338173ed99217483509ae,original,"('max_difference', 'max_difference', 0)",-1,5,metrics_covered_lines_in_function,3,3,<class 'int'>,"(datetime.datetime(2024, 9, 13, 12, 27, 11, 349000), 0)",-1
6f8ecc10-a9a9-48ee-869a-ba254e25eaa2,Task20,,execute,20.xlsx,b622b9aa07862f986b31efb97507b831,original,"('is_woodall', 'is_woodall', 0)",0,1,value,True,True,<class 'bool'>,"(datetime.datetime(2024, 9, 13, 12, 26, 29, 995000), 0)",254
2936d273-898c-4b6d-9360-04650af560c9,Task8,,execute,8.xlsx,None,original,"('create', 'createPythonObject', 0)",1,2,adaptation_instruction,No adaptations ,No adaptations needed,AdaptationInstruction,"(datetime.datetime(2024, 9, 13, 12, 25, 47, 584000), 0)",-1
